,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,temp_F,month,Season,date,date_YM
39547,None,265.82,0.0,0.0,90,Snow,light shower snow,2017-12-06 14:00:00,5155,18.80600000000003,12,,2017-12-06,2017-12
39548,None,265.29,0.0,0.0,90,Snow,light shower snow,2017-12-06 15:00:00,5480,17.85200000000008,12,,2017-12-06,2017-12
39549,None,265.29,0.0,0.0,90,Haze,haze,2017-12-06 15:00:00,5480,17.85200000000008,12,,2017-12-06,2017-12
39550,None,264.87,0.0,0.0,90,Snow,light shower snow,2017-12-06 16:00:00,5729,17.09600000000005,12,,2017-12-06,2017-12
39551,None,264.87,0.0,0.0,90,Haze,haze,2017-12-06 16:00:00,5729,17.09600000000005,12,,2017-12-06,2017-12
39552,None,265.02,0.0,0.0,90,Snow,light snow,2017-12-06 17:00:00,5196,17.366000000000007,12,,2017-12-06,2017-12
39553,None,265.02,0.0,0.0,90,Mist,mist,2017-12-06 17:00:00,5196,17.366000000000007,12,,2017-12-06,2017-12
39554,None,265.08,0.0,0.0,90,Snow,light snow,2017-12-06 18:00:00,4144,17.47400000000001,12,,2017-12-06,2017-12
39555,None,265.08,0.0,0.0,90,Mist,mist,2017-12-06 18:00:00,4144,17.47400000000001,12,,2017-12-06,2017-12
39556,None,265.08,0.0,0.0,90,Haze,haze,2017-12-06 18:00:00,4144,17.47400000000001,12,,2017-12-06,2017-12
39557,None,265.41,0.0,0.0,90,Snow,light snow,2017-12-06 19:00:00,3061,18.068000000000087,12,,2017-12-06,2017-12
39558,None,265.41,0.0,0.0,90,Mist,mist,2017-12-06 19:00:00,3061,18.068000000000087,12,,2017-12-06,2017-12
39559,None,265.41,0.0,0.0,90,Haze,haze,2017-12-06 19:00:00,3061,18.068000000000087,12,,2017-12-06,2017-12
39560,None,265.58,0.0,0.0,90,Snow,light snow,2017-12-06 20:00:00,2753,18.374000000000013,12,,2017-12-06,2017-12
39561,None,265.58,0.0,0.0,90,Haze,haze,2017-12-06 20:00:00,2753,18.374000000000013,12,,2017-12-06,2017-12
39562,None,265.72,0.0,0.0,75,Snow,light snow,2017-12-06 21:00:00,2449,18.62600000000009,12,,2017-12-06,2017-12
39563,None,265.35,0.0,0.0,40,Clouds,scattered clouds,2017-12-06 22:00:00,1652,17.960000000000083,12,,2017-12-06,2017-12
39564,None,265.15,0.0,0.0,1,Clear,sky is clear,2017-12-06 23:00:00,1093,17.6,12,,2017-12-06,2017-12
39565,None,264.72,0.0,0.0,1,Clear,sky is clear,2017-12-07 00:00:00,602,16.82600000000009,12,,2017-12-07,2017-12
39566,None,264.01,0.0,0.0,1,Clear,sky is clear,2017-12-07 01:00:00,357,15.548000000000023,12,,2017-12-07,2017-12
39567,None,263.48,0.0,0.0,1,Clear,sky is clear,2017-12-07 02:00:00,286,14.594000000000072,12,,2017-12-07,2017-12
39568,None,262.86,0.0,0.0,1,Clear,sky is clear,2017-12-07 03:00:00,376,13.478000000000065,12,,2017-12-07,2017-12
39569,None,262.09,0.0,0.0,1,Clear,sky is clear,2017-12-07 04:00:00,927,12.091999999999995,12,,2017-12-07,2017-12
39570,None,260.95,0.0,0.0,75,Clouds,broken clouds,2017-12-07 05:00:00,3044,10.04000000000002,12,,2017-12-07,2017-12
39571,None,260.58,0.0,0.0,1,Clear,sky is clear,2017-12-07 06:00:00,5058,9.374000000000013,12,,2017-12-07,2017-12
39572,None,259.87,0.0,0.0,40,Clouds,scattered clouds,2017-12-07 07:00:00,5782,8.09600000000005,12,,2017-12-07,2017-12
39573,None,259.43,0.0,0.0,40,Clouds,scattered clouds,2017-12-07 08:00:00,5509,7.304000000000052,12,,2017-12-07,2017-12
39574,None,260.28,0.0,0.0,75,Clouds,broken clouds,2017-12-07 09:00:00,4958,8.833999999999993,12,,2017-12-07,2017-12
39575,None,261.01,0.0,0.0,75,Clouds,broken clouds,2017-12-07 10:00:00,4486,10.148000000000025,12,,2017-12-07,2017-12
39576,None,262.35,0.0,0.0,1,Clear,sky is clear,2017-12-07 11:00:00,4774,12.56000000000008,12,,2017-12-07,2017-12
39577,None,263.61,0.0,0.0,75,Clouds,broken clouds,2017-12-07 12:00:00,4981,14.828000000000067,12,,2017-12-07,2017-12
39578,None,264.75,0.0,0.0,40,Clouds,scattered clouds,2017-12-07 13:00:00,5035,16.88000000000004,12,,2017-12-07,2017-12
39579,None,265.21,0.0,0.0,75,Clouds,broken clouds,2017-12-07 14:00:00,5296,17.708000000000006,12,,2017-12-07,2017-12
39580,None,265.55,0.0,0.0,40,Clouds,scattered clouds,2017-12-07 15:00:00,5696,18.32000000000006,12,,2017-12-07,2017-12
39581,None,265.58,0.0,0.0,1,Clear,sky is clear,2017-12-07 16:00:00,6217,18.374000000000013,12,,2017-12-07,2017-12
39582,None,265.08,0.0,0.0,40,Clouds,scattered clouds,2017-12-07 17:00:00,5865,17.47400000000001,12,,2017-12-07,2017-12
39583,None,265.07,0.0,0.0,1,Clear,sky is clear,2017-12-07 18:00:00,4712,17.456000000000028,12,,2017-12-07,2017-12
39584,None,265.57,0.0,0.0,75,Clouds,broken clouds,2017-12-07 19:00:00,3445,18.35600000000003,12,,2017-12-07,2017-12
39585,None,266.43,0.0,0.0,90,Clouds,overcast clouds,2017-12-07 20:00:00,2995,19.904000000000053,12,,2017-12-07,2017-12
39586,None,266.68,0.0,0.0,90,Clouds,overcast clouds,2017-12-07 21:00:00,2934,20.354000000000052,12,,2017-12-07,2017-12
39587,None,266.81,0.0,0.0,90,Clouds,overcast clouds,2017-12-07 22:00:00,1923,20.588000000000044,12,,2017-12-07,2017-12
39588,None,267.36,0.0,0.0,90,Clouds,overcast clouds,2017-12-07 23:00:00,1152,21.578000000000067,12,,2017-12-07,2017-12
39589,None,267.81,0.0,0.0,90,Snow,light snow,2017-12-08 00:00:00,651,22.388000000000044,12,,2017-12-08,2017-12
39590,None,267.81,0.0,0.0,90,Clouds,overcast clouds,2017-12-08 01:00:00,386,22.388000000000044,12,,2017-12-08,2017-12
39591,None,267.95,0.0,0.0,75,Clouds,broken clouds,2017-12-08 02:00:00,319,22.640000000000022,12,,2017-12-08,2017-12
39592,None,267.95,0.0,0.0,90,Clouds,overcast clouds,2017-12-08 03:00:00,392,22.640000000000022,12,,2017-12-08,2017-12
39593,None,268.22,0.0,0.0,40,Clouds,scattered clouds,2017-12-08 04:00:00,865,23.12600000000009,12,,2017-12-08,2017-12
39594,None,267.95,0.0,0.0,90,Clouds,overcast clouds,2017-12-08 05:00:00,2916,22.640000000000022,12,,2017-12-08,2017-12
39595,None,267.8,0.0,0.0,40,Clouds,scattered clouds,2017-12-08 06:00:00,5276,22.37000000000006,12,,2017-12-08,2017-12
39596,None,267.58,0.0,0.0,90,Clouds,overcast clouds,2017-12-08 07:00:00,6081,21.97400000000001,12,,2017-12-08,2017-12
39597,None,267.61,0.0,0.0,90,Clouds,overcast clouds,2017-12-08 08:00:00,5448,22.028000000000066,12,,2017-12-08,2017-12
39598,None,267.68,0.0,0.0,75,Clouds,broken clouds,2017-12-08 09:00:00,5087,22.154000000000053,12,,2017-12-08,2017-12
39599,None,269.3,0.0,0.0,40,Clouds,scattered clouds,2017-12-08 10:00:00,4771,25.07000000000006,12,,2017-12-08,2017-12
39600,None,269.79,0.0,0.0,75,Clouds,broken clouds,2017-12-08 11:00:00,5083,25.952000000000076,12,,2017-12-08,2017-12
39601,None,270.29,0.0,0.0,90,Clouds,overcast clouds,2017-12-08 12:00:00,5299,26.85200000000008,12,,2017-12-08,2017-12
39602,None,270.75,0.0,0.0,40,Clouds,scattered clouds,2017-12-08 13:00:00,5418,27.680000000000042,12,,2017-12-08,2017-12
39603,None,270.88,0.0,0.0,75,Clouds,broken clouds,2017-12-08 14:00:00,5424,27.914000000000033,12,,2017-12-08,2017-12
39604,None,271.08,0.0,0.0,90,Clouds,overcast clouds,2017-12-08 15:00:00,5931,28.27400000000001,12,,2017-12-08,2017-12
39605,None,271.15,0.0,0.0,90,Clouds,overcast clouds,2017-12-08 16:00:00,6150,28.4,12,,2017-12-08,2017-12
39606,None,271.15,0.0,0.0,90,Snow,light snow,2017-12-08 17:00:00,5526,28.4,12,,2017-12-08,2017-12
39607,None,271.22,0.0,0.0,90,Clouds,overcast clouds,2017-12-08 18:00:00,4564,28.52600000000009,12,,2017-12-08,2017-12
39608,None,271.48,0.0,0.0,90,Snow,light snow,2017-12-08 19:00:00,3631,28.994000000000074,12,,2017-12-08,2017-12
39609,None,271.48,0.0,0.0,90,Mist,mist,2017-12-08 19:00:00,3631,28.994000000000074,12,,2017-12-08,2017-12
39610,None,271.88,0.0,0.0,90,Snow,light snow,2017-12-08 20:00:00,3190,29.714000000000034,12,,2017-12-08,2017-12
39611,None,271.88,0.0,0.0,90,Mist,mist,2017-12-08 20:00:00,3190,29.714000000000034,12,,2017-12-08,2017-12
39612,None,272.48,0.0,0.0,90,Snow,light snow,2017-12-08 21:00:00,3138,30.794000000000075,12,,2017-12-08,2017-12
39613,None,272.55,0.0,0.0,90,Snow,light snow,2017-12-08 22:00:00,2728,30.920000000000062,12,,2017-12-08,2017-12
39614,None,272.65,0.0,0.0,90,Snow,light snow,2017-12-08 23:00:00,1846,31.1,12,,2017-12-08,2017-12
39615,None,271.81,0.0,0.0,90,Haze,haze,2017-12-09 00:00:00,1326,29.588000000000044,12,,2017-12-09,2017-12
39616,None,270.79,0.0,0.0,90,Snow,light snow,2017-12-09 01:00:00,826,27.752000000000077,12,,2017-12-09,2017-12
39617,None,269.88,0.0,0.0,90,Snow,light snow,2017-12-09 02:00:00,601,26.114000000000033,12,,2017-12-09,2017-12
39618,None,269.02,0.0,0.0,90,Snow,light snow,2017-12-09 03:00:00,389,24.56600000000001,12,,2017-12-09,2017-12
39619,None,268.48,0.0,0.0,90,Snow,light snow,2017-12-09 04:00:00,471,23.594000000000072,12,,2017-12-09,2017-12
39620,None,268.15,0.0,0.0,90,Snow,light snow,2017-12-09 05:00:00,877,23.0,12,,2017-12-09,2017-12
39621,None,267.28,0.0,0.0,90,Snow,light snow,2017-12-09 06:00:00,1441,21.43399999999999,12,,2017-12-09,2017-12
39622,None,266.86,0.0,0.0,90,Snow,light snow,2017-12-09 07:00:00,2156,20.678000000000065,12,,2017-12-09,2017-12
39623,None,266.36,0.0,0.0,90,Snow,light snow,2017-12-09 08:00:00,3024,19.778000000000066,12,,2017-12-09,2017-12
39624,None,265.94,0.0,0.0,90,Snow,light snow,2017-12-09 09:00:00,3900,19.022000000000038,12,,2017-12-09,2017-12
39625,None,265.92,0.0,0.0,90,Snow,light snow,2017-12-09 10:00:00,4433,18.986000000000068,12,,2017-12-09,2017-12
39626,None,265.81,0.0,0.0,75,Snow,light snow,2017-12-09 11:00:00,4928,18.788000000000046,12,,2017-12-09,2017-12
39627,None,266.5,0.0,0.0,75,Snow,light snow,2017-12-09 12:00:00,5263,20.03000000000004,12,,2017-12-09,2017-12
39628,None,266.61,0.0,0.0,90,Clouds,overcast clouds,2017-12-09 13:00:00,5186,20.228000000000065,12,,2017-12-09,2017-12
39629,None,267.08,0.0,0.0,90,Clouds,overcast clouds,2017-12-09 14:00:00,5255,21.074000000000012,12,,2017-12-09,2017-12
39630,None,267.08,0.0,0.0,75,Clouds,broken clouds,2017-12-09 15:00:00,5087,21.074000000000012,12,,2017-12-09,2017-12
39631,None,267.51,0.0,0.0,75,Clouds,broken clouds,2017-12-09 16:00:00,5160,21.848000000000024,12,,2017-12-09,2017-12
39632,None,266.88,0.0,0.0,75,Clouds,broken clouds,2017-12-09 17:00:00,5536,20.714000000000034,12,,2017-12-09,2017-12
39633,None,267.01,0.0,0.0,1,Clear,sky is clear,2017-12-09 18:00:00,4555,20.948000000000025,12,,2017-12-09,2017-12
39634,None,267.43,0.0,0.0,90,Clouds,overcast clouds,2017-12-09 19:00:00,3449,21.704000000000054,12,,2017-12-09,2017-12
39635,None,267.61,0.0,0.0,90,Clouds,overcast clouds,2017-12-09 20:00:00,3030,22.028000000000066,12,,2017-12-09,2017-12
39636,None,267.68,0.0,0.0,40,Clouds,scattered clouds,2017-12-09 21:00:00,3260,22.154000000000053,12,,2017-12-09,2017-12
39637,None,268.08,0.0,0.0,75,Clouds,broken clouds,2017-12-09 22:00:00,3068,22.874000000000013,12,,2017-12-09,2017-12
39638,None,268.28,0.0,0.0,90,Clouds,overcast clouds,2017-12-09 23:00:00,1919,23.23399999999999,12,,2017-12-09,2017-12
39639,None,268.02,0.0,0.0,1,Clear,sky is clear,2017-12-10 00:00:00,1370,22.76600000000001,12,,2017-12-10,2017-12
39640,None,267.41,0.0,0.0,1,Clear,sky is clear,2017-12-10 01:00:00,910,21.668000000000085,12,,2017-12-10,2017-12
39641,None,267.15,0.0,0.0,1,Clear,sky is clear,2017-12-10 02:00:00,641,21.2,12,,2017-12-10,2017-12
39642,None,266.51,0.0,0.0,1,Clear,sky is clear,2017-12-10 03:00:00,391,20.048000000000023,12,,2017-12-10,2017-12
39643,None,266.75,0.0,0.0,40,Clouds,scattered clouds,2017-12-10 04:00:00,392,20.48000000000004,12,,2017-12-10,2017-12
39644,None,267.15,0.0,0.0,1,Clear,sky is clear,2017-12-10 05:00:00,635,21.2,12,,2017-12-10,2017-12
39645,None,268.77,0.0,0.0,75,Clouds,broken clouds,2017-12-10 06:00:00,922,24.116000000000007,12,,2017-12-10,2017-12
39646,None,268.88,0.0,0.0,90,Clouds,overcast clouds,2017-12-10 07:00:00,1152,24.314000000000032,12,,2017-12-10,2017-12
39647,None,269.37,0.0,0.0,90,Clouds,overcast clouds,2017-12-10 08:00:00,1869,25.196000000000048,12,,2017-12-10,2017-12
39648,None,269.99,0.0,0.0,90,Clouds,overcast clouds,2017-12-10 09:00:00,2745,26.312000000000058,12,,2017-12-10,2017-12
39649,None,270.65,0.0,0.0,90,Clouds,overcast clouds,2017-12-10 10:00:00,3616,27.5,12,,2017-12-10,2017-12
39650,None,271.01,0.0,0.0,90,Clouds,overcast clouds,2017-12-10 11:00:00,4025,28.148000000000025,12,,2017-12-10,2017-12
39651,None,271.08,0.0,0.0,90,Clouds,overcast clouds,2017-12-10 12:00:00,4264,28.27400000000001,12,,2017-12-10,2017-12
39652,None,271.35,0.0,0.0,90,Clouds,overcast clouds,2017-12-10 13:00:00,4352,28.760000000000083,12,,2017-12-10,2017-12
39653,None,271.81,0.0,0.0,90,Clouds,overcast clouds,2017-12-10 14:00:00,4370,29.588000000000044,12,,2017-12-10,2017-12
39654,None,271.86,0.0,0.0,90,Clouds,overcast clouds,2017-12-10 15:00:00,4762,29.678000000000065,12,,2017-12-10,2017-12
39655,None,271.94,0.0,0.0,40,Clouds,scattered clouds,2017-12-10 16:00:00,4604,29.82200000000004,12,,2017-12-10,2017-12
39656,None,271.08,0.0,0.0,20,Clouds,few clouds,2017-12-10 17:00:00,4355,28.27400000000001,12,,2017-12-10,2017-12
39657,None,269.22,0.0,0.0,5,Clear,sky is clear,2017-12-10 18:00:00,3724,24.92600000000009,12,,2017-12-10,2017-12
39658,None,267.69,0.0,0.0,5,Clear,sky is clear,2017-12-10 19:00:00,2966,22.172000000000036,12,,2017-12-10,2017-12
39659,None,266.58,0.0,0.0,1,Mist,mist,2017-12-10 20:00:00,2560,20.174000000000014,12,,2017-12-10,2017-12
39660,None,266.15,0.0,0.0,1,Mist,mist,2017-12-10 21:00:00,2069,19.4,12,,2017-12-10,2017-12
39661,None,267.36,0.0,0.0,1,Mist,mist,2017-12-10 22:00:00,1732,21.578000000000067,12,,2017-12-10,2017-12
39662,None,268.14,0.0,0.0,90,Mist,mist,2017-12-10 23:00:00,999,22.982000000000017,12,,2017-12-10,2017-12
39663,None,269.07,0.0,0.0,40,Mist,mist,2017-12-11 00:00:00,542,24.656000000000027,12,,2017-12-11,2017-12
39664,None,269.07,0.0,0.0,40,Snow,light snow,2017-12-11 00:00:00,542,24.656000000000027,12,,2017-12-11,2017-12
39665,None,269.72,0.0,0.0,90,Snow,snow,2017-12-11 01:00:00,281,25.82600000000009,12,,2017-12-11,2017-12
39666,None,269.72,0.0,0.0,90,Fog,fog,2017-12-11 01:00:00,281,25.82600000000009,12,,2017-12-11,2017-12
39667,None,269.72,0.0,0.0,90,Mist,mist,2017-12-11 01:00:00,281,25.82600000000009,12,,2017-12-11,2017-12
39668,None,269.86,0.0,0.0,90,Snow,light snow,2017-12-11 02:00:00,279,26.078000000000067,12,,2017-12-11,2017-12
39669,None,269.86,0.0,0.0,90,Mist,mist,2017-12-11 02:00:00,279,26.078000000000067,12,,2017-12-11,2017-12
39670,None,270.01,0.0,0.0,90,Mist,mist,2017-12-11 03:00:00,353,26.348000000000024,12,,2017-12-11,2017-12
39671,None,270.01,0.0,0.0,90,Snow,light snow,2017-12-11 03:00:00,353,26.348000000000024,12,,2017-12-11,2017-12
39672,None,270.68,0.0,0.0,90,Mist,mist,2017-12-11 04:00:00,901,27.554000000000052,12,,2017-12-11,2017-12
39673,None,270.68,0.0,0.0,90,Snow,light snow,2017-12-11 04:00:00,901,27.554000000000052,12,,2017-12-11,2017-12
39674,None,270.81,0.0,0.0,90,Mist,mist,2017-12-11 05:00:00,2907,27.788000000000046,12,,2017-12-11,2017-12
39675,None,270.81,0.0,0.0,90,Snow,light snow,2017-12-11 05:00:00,2907,27.788000000000046,12,,2017-12-11,2017-12
39676,None,271.15,0.0,0.0,90,Snow,light snow,2017-12-11 06:00:00,5061,28.4,12,,2017-12-11,2017-12
39677,None,271.55,0.0,0.0,90,Snow,light snow,2017-12-11 07:00:00,4050,29.12000000000006,12,,2017-12-11,2017-12
39678,None,271.55,0.0,0.0,90,Mist,mist,2017-12-11 07:00:00,4050,29.12000000000006,12,,2017-12-11,2017-12
39679,None,271.55,0.0,0.0,90,Drizzle,shower drizzle,2017-12-11 07:00:00,4050,29.12000000000006,12,,2017-12-11,2017-12
39680,None,271.75,0.0,0.0,90,Snow,snow,2017-12-11 08:00:00,4349,29.48000000000004,12,,2017-12-11,2017-12
39681,None,271.75,0.0,0.0,90,Mist,mist,2017-12-11 08:00:00,4349,29.48000000000004,12,,2017-12-11,2017-12
39682,None,272.44,0.0,0.0,90,Mist,mist,2017-12-11 09:00:00,4734,30.722000000000037,12,,2017-12-11,2017-12
39683,None,272.44,0.0,0.0,90,Snow,light snow,2017-12-11 09:00:00,4734,30.722000000000037,12,,2017-12-11,2017-12
39684,None,272.65,0.0,0.0,90,Mist,mist,2017-12-11 10:00:00,4049,31.1,12,,2017-12-11,2017-12
39685,None,272.65,0.0,0.0,90,Snow,light snow,2017-12-11 10:00:00,4049,31.1,12,,2017-12-11,2017-12
39686,None,274.01,0.0,0.0,90,Mist,mist,2017-12-11 11:00:00,4291,33.54800000000002,12,,2017-12-11,2017-12
39687,None,274.01,0.0,0.0,90,Snow,snow,2017-12-11 11:00:00,4291,33.54800000000002,12,,2017-12-11,2017-12
39688,None,274.48,0.0,0.0,90,Mist,mist,2017-12-11 12:00:00,4452,34.39400000000008,12,,2017-12-11,2017-12
39689,None,274.68,0.0,0.0,90,Snow,light snow,2017-12-11 13:00:00,4509,34.754000000000055,12,,2017-12-11,2017-12
39690,None,274.42,0.0,0.0,90,Clouds,overcast clouds,2017-12-11 14:00:00,4824,34.28600000000007,12,,2017-12-11,2017-12
39691,None,273.94,0.0,0.0,90,Clouds,overcast clouds,2017-12-11 15:00:00,5501,33.42200000000004,12,,2017-12-11,2017-12
39692,None,273.23,0.0,0.0,90,Clouds,overcast clouds,2017-12-11 16:00:00,6076,32.14400000000008,12,,2017-12-11,2017-12
39693,None,271.37,0.0,0.0,90,Clouds,overcast clouds,2017-12-11 17:00:00,5712,28.79600000000005,12,,2017-12-11,2017-12
39694,None,270.15,0.0,0.0,75,Clouds,broken clouds,2017-12-11 18:00:00,4040,26.6,12,,2017-12-11,2017-12
39695,None,269.29,0.0,0.0,40,Clouds,scattered clouds,2017-12-11 19:00:00,2894,25.052000000000078,12,,2017-12-11,2017-12
39696,None,268.01,0.0,0.0,5,Clear,sky is clear,2017-12-11 20:00:00,2374,22.748000000000026,12,,2017-12-11,2017-12
39697,None,266.95,0.0,0.0,5,Clear,sky is clear,2017-12-11 21:00:00,2028,20.84000000000002,12,,2017-12-11,2017-12
39698,None,265.88,0.0,0.0,1,Clear,sky is clear,2017-12-11 22:00:00,1433,18.914000000000033,12,,2017-12-11,2017-12
39699,None,265.08,0.0,0.0,1,Clear,sky is clear,2017-12-11 23:00:00,958,17.47400000000001,12,,2017-12-11,2017-12
39700,None,264.08,0.0,0.0,1,Clear,sky is clear,2017-12-12 00:00:00,548,15.674000000000014,12,,2017-12-12,2017-12
39701,None,262.88,0.0,0.0,1,Clear,sky is clear,2017-12-12 01:00:00,395,13.514000000000031,12,,2017-12-12,2017-12
39702,None,262.02,0.0,0.0,1,Clear,sky is clear,2017-12-12 02:00:00,256,11.966000000000008,12,,2017-12-12,2017-12
39703,None,261.29,0.0,0.0,1,Clear,sky is clear,2017-12-12 03:00:00,339,10.65200000000008,12,,2017-12-12,2017-12
39704,None,260.55,0.0,0.0,1,Clear,sky is clear,2017-12-12 04:00:00,939,9.32000000000006,12,,2017-12-12,2017-12
39705,None,260.15,0.0,0.0,1,Clear,sky is clear,2017-12-12 05:00:00,2963,8.600000000000001,12,,2017-12-12,2017-12
39706,None,259.65,0.0,0.0,1,Clear,sky is clear,2017-12-12 06:00:00,5981,7.699999999999999,12,,2017-12-12,2017-12
39707,None,259.15,0.0,0.0,5,Clear,sky is clear,2017-12-12 07:00:00,5928,6.800000000000001,12,,2017-12-12,2017-12
39708,None,258.51,0.0,0.0,40,Clouds,scattered clouds,2017-12-12 08:00:00,5709,5.648000000000025,12,,2017-12-12,2017-12
39709,None,259.81,0.0,0.0,75,Clouds,broken clouds,2017-12-12 09:00:00,5184,7.988000000000046,12,,2017-12-12,2017-12
39710,None,260.88,0.0,0.0,75,Clouds,broken clouds,2017-12-12 10:00:00,4531,9.914000000000033,12,,2017-12-12,2017-12
39711,None,262.14,0.0,0.0,75,Clouds,broken clouds,2017-12-12 11:00:00,4714,12.182000000000016,12,,2017-12-12,2017-12
39712,None,263.61,0.0,0.0,90,Clouds,overcast clouds,2017-12-12 12:00:00,4948,14.828000000000067,12,,2017-12-12,2017-12
39713,None,264.55,0.0,0.0,90,Snow,light snow,2017-12-12 13:00:00,4869,16.52000000000006,12,,2017-12-12,2017-12
39714,None,265.14,0.0,0.0,90,Snow,light snow,2017-12-12 14:00:00,5012,17.582000000000015,12,,2017-12-12,2017-12
39715,None,265.72,0.0,0.0,90,Snow,light snow,2017-12-12 15:00:00,5651,18.62600000000009,12,,2017-12-12,2017-12
39716,None,266.08,0.0,0.0,90,Snow,light snow,2017-12-12 16:00:00,6407,19.27400000000001,12,,2017-12-12,2017-12
39717,None,266.36,0.0,0.0,90,Clouds,overcast clouds,2017-12-12 17:00:00,5923,19.778000000000066,12,,2017-12-12,2017-12
39718,None,266.55,0.0,0.0,75,Clouds,broken clouds,2017-12-12 18:00:00,4427,20.12000000000006,12,,2017-12-12,2017-12
39719,None,266.5,0.0,0.0,75,Clouds,broken clouds,2017-12-12 19:00:00,3282,20.03000000000004,12,,2017-12-12,2017-12
39720,None,267.07,0.0,0.0,90,Clouds,overcast clouds,2017-12-12 20:00:00,2673,21.05600000000003,12,,2017-12-12,2017-12
39721,None,268.0,0.0,0.0,75,Clouds,broken clouds,2017-12-12 21:00:00,2819,22.73000000000004,12,,2017-12-12,2017-12
39722,None,268.75,0.0,0.0,1,Clear,sky is clear,2017-12-12 22:00:00,3263,24.08000000000004,12,,2017-12-12,2017-12
39723,None,269.55,0.0,0.0,75,Clouds,broken clouds,2017-12-12 23:00:00,1080,25.52000000000006,12,,2017-12-12,2017-12
39724,None,270.15,0.0,0.0,75,Clouds,broken clouds,2017-12-13 00:00:00,641,26.6,12,,2017-12-13,2017-12
39725,None,270.35,0.0,0.0,1,Clear,sky is clear,2017-12-13 01:00:00,391,26.960000000000083,12,,2017-12-13,2017-12
39726,None,271.38,0.0,0.0,40,Snow,light snow,2017-12-13 02:00:00,268,28.814000000000032,12,,2017-12-13,2017-12
39727,None,271.51,0.0,0.0,75,Clouds,broken clouds,2017-12-13 03:00:00,395,29.048000000000023,12,,2017-12-13,2017-12
39728,None,271.69,0.0,0.0,40,Clouds,scattered clouds,2017-12-13 04:00:00,912,29.372000000000035,12,,2017-12-13,2017-12
39729,None,271.61,0.0,0.0,1,Clear,sky is clear,2017-12-13 05:00:00,3108,29.228000000000065,12,,2017-12-13,2017-12
39730,None,270.79,0.0,0.0,1,Clear,sky is clear,2017-12-13 06:00:00,5910,27.752000000000077,12,,2017-12-13,2017-12
39731,None,270.36,0.0,0.0,90,Snow,light snow,2017-12-13 07:00:00,6025,26.978000000000065,12,,2017-12-13,2017-12
39732,None,269.93,0.0,0.0,90,Snow,snow,2017-12-13 08:00:00,4696,26.204000000000054,12,,2017-12-13,2017-12
39733,None,269.93,0.0,0.0,90,Mist,mist,2017-12-13 08:00:00,4696,26.204000000000054,12,,2017-12-13,2017-12
39734,None,269.57,0.0,0.0,90,Snow,light snow,2017-12-13 09:00:00,5179,25.55600000000003,12,,2017-12-13,2017-12
39735,None,269.57,0.0,0.0,90,Mist,mist,2017-12-13 09:00:00,5179,25.55600000000003,12,,2017-12-13,2017-12
39736,None,269.93,0.0,0.0,48,Clouds,scattered clouds,2017-12-13 10:00:00,4347,26.204000000000054,12,,2017-12-13,2017-12
39737,None,269.79,0.0,0.0,88,Clouds,overcast clouds,2017-12-13 11:00:00,4501,25.952000000000076,12,,2017-12-13,2017-12
39738,None,269.36,0.0,0.0,90,Haze,haze,2017-12-13 12:00:00,4787,25.178000000000065,12,,2017-12-13,2017-12
39739,None,269.08,0.0,0.0,90,Clouds,overcast clouds,2017-12-13 13:00:00,4943,24.674000000000014,12,,2017-12-13,2017-12
39740,None,269.15,0.0,0.0,90,Clouds,overcast clouds,2017-12-13 14:00:00,5049,24.8,12,,2017-12-13,2017-12
39741,None,269.08,0.0,0.0,90,Snow,light snow,2017-12-13 15:00:00,5642,24.674000000000014,12,,2017-12-13,2017-12
39742,None,269.08,0.0,0.0,90,Snow,light snow,2017-12-13 16:00:00,6621,24.674000000000014,12,,2017-12-13,2017-12
39743,None,269.08,0.0,0.0,90,Snow,light snow,2017-12-13 17:00:00,6000,24.674000000000014,12,,2017-12-13,2017-12
39744,None,268.48,0.0,0.0,90,Snow,light snow,2017-12-13 18:00:00,4370,23.594000000000072,12,,2017-12-13,2017-12
39745,None,268.22,0.0,0.0,90,Snow,light snow,2017-12-13 19:00:00,3139,23.12600000000009,12,,2017-12-13,2017-12
39746,None,267.38,0.0,0.0,40,Clouds,scattered clouds,2017-12-13 20:00:00,2777,21.614000000000033,12,,2017-12-13,2017-12
39747,None,266.72,0.0,0.0,5,Snow,light snow,2017-12-13 21:00:00,2369,20.42600000000009,12,,2017-12-13,2017-12
39748,None,265.86,0.0,0.0,90,Snow,light snow,2017-12-13 22:00:00,1889,18.878000000000064,12,,2017-12-13,2017-12
39749,None,265.29,0.0,0.0,90,Snow,light snow,2017-12-13 23:00:00,1168,17.85200000000008,12,,2017-12-13,2017-12
39750,None,264.73,0.0,0.0,90,Clouds,overcast clouds,2017-12-14 00:00:00,571,16.844000000000072,12,,2017-12-14,2017-12
39751,None,264.08,0.0,0.0,90,Clouds,overcast clouds,2017-12-14 01:00:00,392,15.674000000000014,12,,2017-12-14,2017-12
39752,None,264.86,0.0,0.0,90,Clouds,overcast clouds,2017-12-14 02:00:00,298,17.078000000000067,12,,2017-12-14,2017-12
39753,None,265.3,0.0,0.0,90,Mist,mist,2017-12-14 03:00:00,372,17.87000000000006,12,,2017-12-14,2017-12
